ID,SNM,STYP,FND,RGN,USC,SCR_EST_2014,SCR_EST_2015,SCR_EST_2016,SCR_EST_2017,SCR_EST_2018,SCR_EST_2019,SCR_EST_2020,SCR_EST_2021,SCR_EST_2022,SCR_EST_2023,SCR_EST_2024
150,동우대학,전문대학,사립,강원,B그룹,44.417309479614886,44.11736419318575,43.993185736251434,43.22078354815152,71.47442629784577,71.45543955542153,71.44780982719523,71.44780982719523,71.4478098271952,71.4478098271952,71.4478098271952
151,동원과학기술대학교,전문대학,사립,경남,B그룹,44.417309479614886,44.12384404738896,43.992664518323714,43.21899354114251,69.93680604103514,70.4442657088703,71.39297471515209,67.84265489967903,70.23310035801255,69.46869694782119,70.04654395012903
152,동원대학교,전문대학,사립,경기,B그룹,44.417309479614886,44.10325118636737,44.00605417273919,43.1942929402607,69.36910196203318,68.41253063025346,69.69605386082665,69.82980523342843,69.03246045087543,69.03733873741733,67.95760947786464
153,동의과학대학교,전문대학,사립,부산,B그룹,44.40878070862032,44.1068794562821,43.993185736251434,43.21029881124787,68.93501100885645,71.34449167550147,70.1304938183621,68.89442131062557,70.1800788844924,69.82441048613026,68.89929959716746
154,동의대학교,대학,사립,부산,A그룹,44.45771813051792,44.149467085412304,44.03019132830289,43.20279834599203,69.08611656987001,67.98369305727529,67.66240373305563,67.40021807638838,67.2120664507528,67.10700938668391,67.1319211352674
155,두원공과대학교,전문대학,사립,경기,B그룹,44.417309479614886,44.11736419318575,43.993185736251434,43.22078354815152,71.04781896701526,68.90205103885188,67.41990405499347,68.9796680862699,69.91605288303816,67.96303322723647,70.21046752949476
156,디지털서울문화예술대학교,대학,사립,서울,C그룹,44.417309479614886,44.11736419318575,43.993185736251434,43.22078354815152,71.47442629784577,71.45543955542153,71.44780982719523,71.44780982719523,71.33349344078165,71.33349344078164,71.02120249636472
157,루터대학교,대학,사립,경기,C그룹,44.62679836253287,44.331163289534906,44.21459238264892,43.268364551517884,70.00582207735965,68.89030734204412,70.00907470624085,67.28652792094873,67.32145469429125,67.3345591726166,67.37741987477081
158,마산대학교,전문대학,사립,경남,A그룹,44.417309479614886,44.11736419318575,43.993185736251434,43.22078354815152,67.69508785602876,67.70632801267413,67.95273119132274,69.06678237720907,68.14519160688572,69.08286040151319,68.64112778819384
159,명신대학교,대학,사립,전남,C그룹,44.417309479614886,44.11736419318575,43.993185736251434,43.22078354815152,71.47442629784577,71.45543955542153,71.44780982719523,71.44780982719523,71.4478098271952,71.4478098271952,71.4478098271952
160,명지대학교,대학,사립,서울,A그룹,44.740354977781784,44.43638261799791,44.27179491452512,43.42316072510131,68.50630062608451,67.93212903860044,67.61549640582359,67.31785273301739,67.24833383906441,67.23411224738412,67.64971686685135
161,명지전문대학,전문대학,사립,서울,A그룹,44.408363330288665,44.1374975508115,43.993185736251434,43.22078354815152,67.4581156709733,67.39263926162661,68.62282958823204,67.42620569489222,67.38505096852121,67.45121750518624,67.75715284241397
162,목원대학교,대학,사립,대전,B그룹,44.43752026514109,44.11603756966445,44.00283827338597,43.19784088931767,67.38072443309242,67.31304472177915,67.2323208246051,67.21733697422982,67.19899550056168,67.21459692345715,67.24320353204081
163,목포가톨릭대학교,대학,사립,전남,C그룹,44.62759761247274,44.342460270361485,44.28630592980211,43.288108492279974,68.95390874168358,67.33653722205037,67.35449053526271,67.29341539892165,67.31941182217173,67.38040433904594,67.36340201244731
164,목포과학대학교,전문대학,사립,전남,B그룹,44.417309479614886,44.104308120219265,44.01317461658629,43.21610094328897,69.9276767840304,70.4873254158824,71.49801636894533,70.45735555429432,69.01458726249645,70.84363109844166,70.05268354660488
165,문경대학교,전문대학,사립,경북,C그룹,44.45521902143134,44.15988739375306,43.98095854829921,43.19172324730883,67.63663855121064,67.37159388019022,67.4435051430106,68.36629906901862,67.61526545330365,69.0467769792809,67.35659980768527
166,배재대학교,대학,사립,대전,B그룹,44.438592930955515,44.156270296451304,44.03616969112541,43.20772747518503,67.37528737801036,67.24454089351181,67.18764431033954,67.20997670498012,67.20014665473064,67.19999261564364,67.20442280497979
167,배화여자대학교,전문대학,사립,서울,B그룹,44.417251645174865,44.12251742386765,44.00314925522737,43.19653347567558,67.51411292120291,70.44697094726229,70.18537205917852,70.86287292816307,67.95273119132275,67.38398722867944,69.40423597098757
168,백석대학교,대학,사립,충남,A그룹,44.43678774587899,44.123818387665516,44.04698280107186,43.20772160572258,68.20351922476114,67.54140397401703,68.40917117586305,67.79097056119909,67.8021811768276,67.35438366509129,67.47714415342789
169,백석문화대학교,전문대학,사립,충남,A그룹,44.417309479614886,44.11736419318575,43.96024093388086,43.187838745780944,67.41011589824365,67.36871458683737,67.67959944656471,67.7704266547484,69.92414120640753,69.01810936976122,69.02278761752449
170,백석예술대학,전문대학,사립,서울,A그룹,44.417309479614886,44.11736419318575,43.993185736251434,43.22078354815152,71.47442629784577,71.45543955542153,71.44780982719523,71.44780982719523,71.4478098271952,71.4478098271952,71.4478098271952
171,백제예술대학교,전문대학,사립,전북,C그룹,44.417309479614886,44.11736419318575,43.982700999347784,43.21029881124787,70.40299696036838,70.36832577500935,70.12463554172342,67.4091061735861,67.82845034155736,69.20015703520227,68.50109899765938
